TextBox1,aTSV_MerchandiseCustomCodeDataTextBox,aTSV_MerchandiseDescriptionDataTextBox,aTSV_BrandDescriptionDataTextBox,aTNU_SaleQuantityDataTextBox,TextBox3
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1101-1,NECTAR DE UVA LIFE 300ML,LIFE,13,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2764-1,NAFTALINA EM BOLA 25G,LIPEX,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000079,MUSSARELA,.,"102,294",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000032,MUSCULO,.,"165,309",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M42-1,MOSTARDA PREDILECTA 180G,PREDILECTA,37,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M309-1,MOSTARDA HELLMANNS 170G,HELLMANNS,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000078,MORTADELA,.,"23,346",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1444-1,MORANGO BDJ,.,26,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1414-1,MONSTER ULTRA WATERMELON,MONSTER,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898770420011,MONSTER ULTR STRWBRY DREAM 473ML,MONSTER,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898938890045,Monster Pipeline Punch LT 473ml 6U FL CP,MONSTER,28,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,1220000250031,MONSTER PACIFIC PUNCH 473ML,COCA COLA FEMSA,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,070847033301,MONSTER MANGO LOCO LATA 473ml,COCA COLA FEMSA,38,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1416-1,MONSTER JUICE 473ML,MONSTER,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1243-1,MONSTER JUIC RIO PUNCH 473ML,COCA-COLA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2132-1,Monster Energy Zero Acucar 473ml 06 CP,MONSTER,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1246-1,MONSTER ENERGY ZERO ACUCAR 473ML,COCA COLA,56,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,070847022015,MONSTER ENERGY 473ml,COCA COLA FEMSA,81,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896117601079,MONJOLINHO FARINHA MANDIOCA BRANCA GROSSA 1KG,MONJOLINHO,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M139-1,MOLHO TOMATE SALSARETTI 300G TRADICIONAL,SALSARETTI,96,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M9-1,MOLHO TOM FUGINI 300G TRADICIONAL,Fugini,554,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1842-1,MOLHO SWEET CHILLI MARACUJA 280G,POLETTO,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1843-1,MOLHO SWEET CHILLI GOIABADA 280G,POLETTO,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M864-1,MOLHO SHOYU 150ML,CONDINEW,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M821-1,MOLHO PARA CHURRASCO TRADICIONAL 500ML,CONDINEW,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M863-1,MOLHO P/ CHURRASCO EXTRA FORTE 500ML,CONDINEW,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M862-1,MOLHO INGLES 150ML,CONDINEW,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2626-1,MOLHO HELLMANNS 335G CHEDDAR,HELLMANNS,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2625-1,"MOLHO HELLMANNS 335G CEBOLA, SALSA E LIMAO",HELLMANNS,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2624-1,MOLHO HELLMANNS 230G AMERICAN BURGER PICLES,HELLMANNS,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M861-1,MOLHO GOTA DE FOGO 145ML,CONDINEW,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M827-1,MOLHO DE PIMENTA VERMELHA 150ML,CONDINEW,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M859-1,MOLHO DE PIMENTA MEXICANA 145ML,.,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M822-1,MOLHO DE PIMENTA MALAGUETA 150ML,CONDINEW,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M828-1,MOLHO DE PIMENTA CUMARI VERMELHO 50G,CONDINEW,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898953190960,MOLHO DE PIMENTA CAROLINA REAPER,ALCIMO ,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2306-1,MOLHO DE PIMENTA CALABRESA 150ML,ALCIMO ,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M580-1,MOLHO DE PIMENTA CAIPIRA ALEMAO,.,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M581-1,MOLHO DE PIMENTA BRAVA ALEMAO,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M825-1,MOLHO DE ALHO 150ML,CONDINEW,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2833-1,MOLHO DE ALHO 150 ML,ALCIMO ,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M823-1,MOLHO CUMARI E DEDO DE MOÇA 145ML,CONDINEW,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M829-1,MOLHO CHEIRO VERDE 145ML,CONDINEW,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M858-1,MOLHO CALABRES 150ML,.,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M857-1,MOLHO ALHO C/ PIMENTA 150ML,.,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2654-1,MOLHO ALHO 150ML,CONDINEW,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000105,MOELA DE FRANGO,.,"60,431",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000031,MOCOTO,.,"141,268",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2001-1,MIUDOS CONGELADOS DE BOVINO,FRIGORAÇA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M594-1,MISTURA REQUEIJAO E GORDURA VEGETAL E AMIDO,.,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896005272022,MISTURA PARA BOLO LARANJA 450G,DONA BENTA,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M141-1,MISTURA PARA BOLO ITALAC 400G CHOCOLATE,Italac,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896005272060,MISTURA PARA BOLO FESTA 450G,DONA BENTA,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896005272046,MISTURA PARA BOLO COCO 450G,DONA BENTA,14,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896005280911,MISTURA PARA BOLO 450G CENOURA,DONA BENTA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7908494801079,MISTURA PARA BOLINHO DE CHUVA 300G,PALADAR ,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1521-1,MISTURA P/ BOLO APTI 400G CENOURA,Apti,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898080642165,MISTURA BOLO CENOURA 400G,Italac,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,46,MIOLO PALETA,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000046,MIOLO DA PALETA,.,"2,34",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2043-1,MINI SUKITA 200ML,SUKITA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898279792039,MINHOCAS AZEDINHAS 80G,FINI,26,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898279790776,MINHOCAS 80G,FINI,31,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M204-1,MILHO VERDE PREDILECTA 170G,PREDILECTA,142,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1574-1,MILHO PARA PIPOCA 400G,KI SABOR,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898930142784,MILHO EM CONSERVA 280G,SALSARETTI,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1330-1,MILHO DE PIPOCA AMAFIL 500G,AMAFIL,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000132,MIGNON SUINO,.,"9,476",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2829-1,MICHELOB ULTRA 350ML,MICHELOB,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2830-1,MICHELOB ULTRA 330ML,MICHELOB,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,153,MEXERICA,.,"287,52",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7895144293080,MENTOS UP2U 336G,MENTOS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1429-1,"MENTOS SABOR MENTA 37,5G",MENTOS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000172,MELAO,.,"18,3",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000666,MELANCIA G,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2666-1,MELANCIA AZEDINHA FATIAS 80G,FINI,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M785-1,MEL SERRA DE OURO 700GR,.,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M768-1,MEL DE 1L,.,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000667,MEIA MELANCIA,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2219-1,MEDALHAO FRANGO COM BACON,ASTRAPLUS,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,618341078222,MEDALHÃO DE QUEIJO COALHO,EMPORIO CAIPIRA,13,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1433-1,"MEDALHÃO DE MANDIOCACOM RUCULA ,TOMATE SECO E QUEIJO COALHO PCT",EMPORIO CAIPIRA,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1434-1,MEDALHAO DE MANDIOCA TRADICIONAL,EMPORIO CAIPIRA,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1437-1,MEDALHAO DE MANDIOCA COM GORGONZOLA PCT,EMPORIO CAIPIRA,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1435-1,MEDALHAO DE MANDIOCA COM COSTELA PCT,EMPORIO CAIPIRA,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1476-1,MEDALHAO DE FRANGO PORCIONADO 500 GR,.,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1475-1,MEDALHAO DE FRANGO NO ESPETO 500G,COMPADRE,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000104,MEDALHAO DE FRANGO,.,"73,328",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,618341078338,MEDALHAO DE ABOBRINHA COM MANDIOCA,EMPORIO CAIPIRA,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2776-1,MAX PISTACHE 275G,JUNDIA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1773-1,MAX AVELA 75G,JUNDIAI ,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1551-1,MAT INSET MULTI INSETICIDA 360ML,MAT INSET,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1343-1,MASSA PARA PASTEL DISCO 500G,GUAÇU MASSAS,39,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1341-1,MASSA FRESCA PARA PASTEL1KG,GUAÇU MASSAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1342-1,MASSA FRESCA PARA PASTEL 500G,GUAÇU MASSAS,22,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000131,MASCARA SUINA SALGADA,.,"24,352",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M413-1,MARSHMALLOWS TORCAO 80G,FINI,14,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2433-1,MARSHMALLOWS PACOQUITA 70G,FINI,19,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2665-1,MARSHBOO FANTASMA 70G,FINI,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M230-1,MARIA MOLE APTI 50G COCO,Apti,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M43-1,MARGARINA QUALY 250G CREMOSA COM SAL,QUALY,42,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M616-1,MARGARINA DORIANA 500G COM SAL,.,19,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M605-1,MARGARINA DORIANA 250G COM SAL,.,29,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M765-1,MARGARINA CREMOSA COM SAL 500G,QUALY,54,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1074-1,MARGARINA CLAYBOM 500G CREMOSA C/SAL,CLAYBOM,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000171,MARACUJA,.,"42,99",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M593-1,MANTEIGA SERRA DA MANTIQUEIRA,.,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M803-1,MANJERICAO 6G,CONDINEW,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000153,MANGA,.,"149,64",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000176,MANDIOQUINHA,.,"5,13",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1121-1,MANDIOCA DESCASCADA J.D POSSATI,J.D POSSATI,105,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000030,MAMINHA,.,"45,133",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,087880,MAMAO,.,102,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M293-1,MAIZENA 200G,MAIZENA,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1506-1,MAIONESE SOYA 500G,SOYA,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1482-1,MAIONESE QUERO200G,QUERO,19,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M200-1,MAIONESE QUERO 495G,QUERO,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7894000050034,MAIONESE HELLMANNS PT 500G,HELLMANNS,58,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2081-1,MAIONESE HELLMANNS 250G,HELLMANNS,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2774-1,MAIONESE HELLMANNS 250G,HELLMANNS,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1848-1,MAIONESE HEINZ 400G,HEINZ,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M137-1,MAIONESE HEINZ 215G,HEINZ,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1487-1,MACARRAO PENNE 500G,DONA BENTA,35,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M703-1,MACARRAO PARAFUSO 500G OVOS,DONA BENTA,62,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1488-1,MACARRAO PADRE NOSSO 500G,DONA BENTA,14,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M220-1,MACARRAO LIANE 1KG,LIANE,32,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2417-1,MACARRAO INSTANTENEO LAMEN 85G,NISSIN,52,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2418-1,MACARRAO INSTANTANEO NISSIN LAMEN 85G,NISSIM,32,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M136-1,MACARRAO INSTANTANEO APTI 70G GALINHA CAIPIRA,Apti,137,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M29-1,MACARRAO INSTANTANEO APTI 70G CARNE,Apti,215,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M135-1,MACARRAO INSTANTANEO ADRIA 75G GALINHA,ADRIA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2526-1,MACARRAO INST NISSIN LAMEN 85G GALINHA,NISSIN,34,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M223-1,MACARRAO GALO 500G SEMOLA PENE,GALO,16,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M222-1,MACARRAO GALO 500G SEMOLA PARAFUSO,GALO,65,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M221-1,MACARRAO GALO 500G SEMOLA ESPAGUETE,GALO,48,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M224-1,MACARRAO GALO 500G SEMOLA AVE MARIA,GALO,28,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M168-1,MACARRÃO ESPAGUETE BASILAR 400G,BASILAR,35,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2370-1,MACARRÃO DONA BENTA 500G OVOS AVE MARIA,GALO,13,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2633-1,MACARRAO DONA BENTA 500G OVOS,DONA BENTA,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M603-1,MACARAO DONA BENTA 500G ESPAGUETE,DONA BENTA,91,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000173,MAÇA GALA,.,"38,19",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891035502231,LUSTRA MOVEIS POLIFLOR 200ML LAVANDA,POLETTO,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M802-1,LOURO 6G,CONDINEW,33,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000130,LOMBO SUINO SEM OSSO,.,"36,959",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2541-1,LOCAO HID PAIXAO 200ML TENTADORA,PAIXAO,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2543-1,LOCAO HID PAIXAO 200ML IRRESISTIVEL,PAIXAO,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M568-1,LIRIUM CATUABA,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000073,LINGUICA TOSCANA SEARA,SEARA,"29,279",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000077,LINGUICA TOSCANA SADIA,.,"579,343",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2123-1,LINGUICA TOSCANA,SADIA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2121-1,LINGUICA TOSCANA,SADIA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000076,LINGUICA TIPO CALABRESA SADIA,SADIA,"188,302",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000075,LINGUICA TIPO CALABRESA PERDIGAO,PERDIGAO,"14,855",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M539-1,LINGUICA SUINCO,.,"1,65",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000074,LINGUICA SECA,.,"118,914",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000072,LINGUICA PURA SUINA,.,"56,601",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000071,LINGUICA PERDIGAO NA BRASA,.,"148,906",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000069,LINGUICA PERDIGAO,.,"3,316",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000070,LINGUICA PARA CHURRASCO,SUINCO,"308,616",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000068,LINGUICA FINA PERNIL,.,"306,57",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000067,LINGUICA FINA DE FRANGO,.,"129,32",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000066,LINGUICA FINA APIMENTADA,.,"151,841",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1769-1,LINGUIÇA CUIABANA SUINA 600G,FRIGO ESPANHA ,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1768-1,LINGUICA CUIABA BOVINA 600G,FRIGO ESPANHA ,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000065,LINGUICA COSTELA DA CASA,.,"82,379",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M49-1,LINGUIÇA CARNE MISTA CAMBUI,ALTA DISTRIBUIDORA DE AVES ,"2,14",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000064,LINGUICA CAMBUI,.,"99,054",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000063,LINGUICA AURORA,AURORA,"224,647",Todos
